ID,Question,Options,Correct_Answers,Images,Answer_Link
89,"For integers, $a, b \text{ and } c$ , what would be the minimum and maximum values respectively of $a+b+c  \text{  if  } \log a + \log b + \log c=0$ ?",A: -3 and 3 | B: -1 and 1 | C: -1 and 3 | D: 1 and 3,['A'],,
90,"A number consists of two digits. The sum of the digits is 9. If 45 is subtracted from the number, its digits are interchanged. What is the number?",A: 63 | B: 72 | C: 81 | D: 90,['B'],,
91,"A rectangle becomes a square when its length and breadth are reduced by $10m$ and $5m$ , respectively. During this process, the rectangle loses $650m^2$ of area. What is the area of the original rectangle in square meters?",A: 1125 | B: 2250 | C: 2924 | D: 4500,['B'],,
92,"Seven machines take 7 minutes to make 7 identical toys. At the same rate, how many minutes would it take for 100 machine to make 100 toys?",A: 1 | B: 7 | C: 100 | D: 700,['B'],,
93,"""Her _____  should not be confused with miserliness; she is ever willing to assist those in need."" The word that best fills the blank in the above sentence is",A: cleanliness | B: punctuality | C: frugality | D: greatness,['C'],,
94,"""Going by the _____ that many hands make light work, the school ____ involved all the students in the task."" The words that best fill the blanks in the above sentence are","A: principle, principal | B: principal, principle | C: principle, principle | D: principal, principal",['A'],,
95,"In the graph below, the concentration of a particular pollutant in a lake is plotted over (alternate) days of a month in winter (average temperature 10 $^{\circ}C$ ) and a month in summer (average temperature 30 $^{\circ}C$ ). Consider the following statements based on the data shown above: i.  Over the given months, the difference between the maximum and the minimum pollutant concentrations is the same in both winter and summer ii.  There are atleast four days in the summer month such that the pollutant concentrations on those days are within 1 ppm of the pollutant concentrations on the corresponding days in the winter month. Which one of the following options is correct?",A: Only i | B: Only ii | C: Both i and ii | D: Neither i nor ii,['B'],https://practicepaper.in/wp-content/uploads/GATE/ME/20172/q65a.jpg,
96,"All people in a certain island are either 'Knights' or 'Knaves' and each person knows every other person's identity. Knights never lie, and Knaves ALWAYS lie. P says ""Both of us are Knights"". Q says ""None of us are Knaves"". Which one of the following can be logically inferred from the above?","A: Both P and Q are knights. | B: P is a knight; Q is a Knave. | C: Both P and Q are Knaves. | D: The identities of P, Q cannot be determined.",['D'],,
97,"There are 4 women P, Q, R, S and 5 men V, W, X, Y, Z in a group. We are required to form pairs each consisting of one woman and one man. P is not to be paired with Z, and Y must necessarily be paired with someone. In how many ways can 4 such pairs be formed?",A: 74 | B: 76 | C: 78 | D: 80,['C'],,
98,"X  bullocks and Y tractors take 8 days to plough a field. If we have the number of bullocks and double the number of tractors, it takes 5 days to plough the same field. How many days will it take X bullocks alone to plough the field?",A: 30 | B: 35 | C: 40 | D: 45,['A'],,
99,"""If you are looking for a history of India, or for an account of the rise and fall of the British Raj, or for the reason of the cleaving of the subcontinent into two mutually antagonistic parts and the effects this mutilation will have in the respective sections, and ultimately on Asia, you will not find it in these pages; for though I have spent lifetime in the country, I lived too near the seat of events, and was too intimately associated with the actors, to get the perspective needed for the impartial recording of these matters."" Which of the following is closest in meaning to 'cleaving' ?",A: deteriorating | B: arguing | C: departing | D: splitting,['D'],,
100,"P  looks at Q while Q looks at R. P is married, R is not. The number of pairs of people in which a married person is looking at an unmarried person is",A: 0 | B: 1 | C: 2 | D: Cannot be determined.,['B'],,
101,A couple has 2 children. The probability that both children are boys if the older one is a boy is,A: 01-Apr | B: 01-Mar | C: 01-Feb | D: 1,['C'],,
102,"If $a \text{ and } b$ are integers and $a-b$ is even, which of the following must always be even?",A: $a^2+b^2+1$ | B: $a^2+b+1$ | C: $ab-b$ | D: $ab$,['C'],,
103,"If you choose plan P, you will have to _________ plan Q, as these two are mutually ________.","A: forget, inclusive | B: accept, exhaustive | C: adopt, intrusive | D: $ab$",['A'],,
104,The ways in which this game can be played _________ potentially infinite.,"A: is being | B: are | C: are being | D: forgot, exclusive",['C'],,
105,"The growth of bacteria (lactobacillus) in milk leads to curd formation. A minimum bacterial population density of 0.8 (in suitable units) is needed to form curd. In the graph below, the population density of lactobacillus in 1 litre of milk is plotted as a function of time, at two different temperatures, 25 $^{\circ}C$ and 37 $^{\circ}C$ . Consider the following statements based on the data shown above: i.  The growth in bacterial population stops earlier at 37 $^{\circ}C$ as compared to 25 $^{\circ}C$ ii.  The time taken for curd formation at 25 $^{\circ}C$ is twice the time taken at 37 $^{\circ}C$ Which one of the following options is correct?",A: only i. | B: Only ii. | C: Both i and ii. | D: Neither i nor ii,['A'],https://practicepaper.in/wp-content/uploads/GATE/ME/20171/q65.jpg,
106,"Two very famous sportsmen Mark and Steve happened to be brothers and played for country K. Mark teased James, an opponent from country E, ""There is no way you are good enough to play for your country."" James replied, ""Maybe not, but at least I am the best player in my own family."" Which one of the following can be inferred from this conversation?",A: Mark was known to play better than James. | B: Steve was known to play better than Mark. | C: James and Steve were good friends. | D: James played better than steve.,['B'],,
107,"Let S1 be the plane figure consisting of the points $(x,y)$ given by the inequalities $|x-1|\leq 2 \text{ and } |y+3|\leq 3$ . Let S2 be the plane figure given by the inequalities $x-y\geq -2, y\geq 1 \text{ and } x \leq 3$ . Let S be the union of S1 and S2. The area of S is.",A: 26 | B: 28 | C: 32 | D: 34,['C'],,
108,What is the sum of the missing digits in the subtraction problem below? $\begin{array}{llllll} {} &5 & \text{\_} & \text{\_} & \text{\_} & \text{\_} \\ \text{\_} &4 & 8 & \text{\_}& 8 & 9 \\ \hline & & 1 & 1 &1 &1 \end{array}$,A: 8 | B: 10 | C: 11 | D: Cannot be determined.,['D'],,
109,"""Here, throughout the early 1820s, Stuart continued to fight is losing battle to allow his sepoys to wear their caste-marks and their own choice of facial hair on parade, being again reprimanded by the commander-in-chief. His retort that 'A stronger instance than this of European prejudice with relation to this country has never come under my observations' had no effect on his superiors."" According to this paragraph, which of the statements below is most accurate?",A: Stuart's commander-in-chief was moved by this demonstration of his prejudice. | B: The Europeans were accommodating of the sepoy's desire to wear their caste-marks. | C: Stuart's 'losing-battle' refers to his inability to succeed in enabling sepoys to wear caste-marks. | D: The commander-in-cheif was exempt from the Europeans prejudice that dictated how the sepoys were to dress.,['C'],,
110,"P , Q and R talk about S's car collection. P states that S has at least 3 cars. Q believes that S has less than 3 cars. R indicates that to its knowledge, S has at least one car. Only one of P,Q and R is right. The number of cars owned by S is.",A: 0 | B: 1 | C: 3 | D: Cannot be determined.,['A'],,
111,A planar rectangular paper has two V-shaped pieces attached as shown below. This piece of paper is folded to make the following closed three-dimensional object. The number of folds required to form the above object is,A: 9 | B: 7 | C: 11 | D: 8,['A'],"https://practicepaper.in/wp-content/uploads/GATE/ME/20241/q64a.webp, https://practicepaper.in/wp-content/uploads/GATE/ME/20241/q64.webp",
112,"The bar chart gives the batting averages of VK and RS for 11 calendar years from
2012 to 2022. Considering that 2015 and 2019 are world cup years, which one of
the following options is true?",A: RS has a higher yearly batting average than that of VK in every world cup year. | B: VK has a higher yearly batting average than that of RS in every world cup year. | C: VK's yearly batting average is consistently higher than that of RS between the two world cup years. | D: RS's yearly batting average is consistently higher than that of VK in the last three years.,['C'],https://practicepaper.in/wp-content/uploads/GATE/ME/20241/q63.webp,
113,"How many combinations of non-null sets $A, B, C$ are possible from the subsets of $\{2,3,5\}$ satisfying the conditions : (i) $A$ is a subset of $B$ , and (ii) $B$ is a subset of $C$ ?",A: 28 | B: 27 | C: 18 | D: 19,['A'],,
114,"In the given text, the blanks are numbered (i)−(iv). Select the best match for all the
blanks. Prof. P $\underline{\; \; (i)\;\;  }$ merely a man who narrated funny stories. $\underline{\; \; (ii)\;\;  }$ in his blackest
moments he was capable of self-deprecating humor. Prof. Q $\underline{\; \; (iiii)\;\;  }$ a man who hardly narrated funny stories. $\underline{\; \; (iv)\;\;  }$ in his blackest
moments was he able to find humor.",A: (i) was    (ii) Only (iii) wasn't (iv) Even | B: (i) wasn't (ii) Even (iii) was    (iv) Only | C: (i) was    (ii) Even (iii) wasn't (iv) Only | D: (i) wasn't (ii) Only (iii) was    (iv) Even,['B'],,
115,"Take two long dice (rectangular parallelepiped), each having four rectangular faces
labelled as 2, 3, 5, and 7. If thrown, the long dice cannot land on the square faces
and has 1/4 probability of landing on any of the four rectangular faces. The label on
the top face of the dice is the score of the throw. If thrown together, what is the probability of getting the sum of the two long dice
scores greater than 11?",A: 03-Aug | B: 01-Aug | C: Jan-16 | D: Mar-16,['D'],,
116,"In a company with 100 employees, 45 earn Rs.20,000 per month, 25 earn Rs.30000, 20 earn Rs.40000, 8 earn Rs.60000, and 2 earn Rs.150,000. The median of the salaries is","A: Rs.20,000 | B: Rs.30,000 | C: Rs.32,300 | D: Rs. 40,000",['B'],,
117,"A right-angled cone (with base radius 5 cm and height 12 cm), as shown in the figure below, is rolled on the ground keeping the point P fixed until the point Q (at the base of the cone, as shown) touches the ground again. By what angle (in radians) about P does the cone travel?",A: $\frac{5\pi}{12}$ | B: $\frac{5\pi}{24}$ | C: $\frac{24\pi}{5}$ | D: $\frac{10\pi}{13}$,['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20171/q58.jpg,
118,"As the two speakers become increasingly agitated, the debate became _____",A: lukewarm | B: poetic | C: forgiving | D: heated,['D'],,
119,He was one of my best _______ and I felt his loss _____,"A: friend, keenly | B: friends, keen | C: friend, keener | D: friends, keenly",['D'],,
120,A wire of length 340 mm is to be cut into two parts. One of the parts is to be made into a square and the other into a rectangle where sides are in the ratio of 1:2. What is the length of the side of the square (in mm) such that the combined area of the square and the rectangle is a MINIMUM?,A: 30 | B: 40 | C: 120 | D: 180,['B'],,
121,M  and N starts from same location.M travels 10 km East then 10 km North-East. N travels 5 km South then 4 km South-East.What is the shortest distance (in km) between M and N at the end of their travel?,A: 18.6 | B: 22.5 | C: 20.61 | D: 25,['C'],,
122,"Two and a quarter hours back, when seen in the mirror, the reflection of the wall clock without number marking seemed to show 1:30. What is the actual current time shown by the clock?",A: 08:15 | B: 11:15 | C: 12:15 | D: 12:45,['D'],,
123,"Social science disciplines were in existence in an amorphous form until the colonial period when they were institutionalized. In varying degrees, they were intended to further the colonial interest. In the time of globalization and the economic rise of postcolonial countries like India, conventional ways of knowledge production have become obsolete. Which of the following can be logically inferred from the above statements? i.  Social science disciplines have become obsolete ii.  Social science disciplines had a pre-colonial origin iii. Social science disciplines always promote colonialism
Social science must maintain disciplinary boundaries",A: (ii) only | B: (i) and (iii) only | C: (ii) and (iv) only | D: (iii) and (iv) only,['A'],,
124,"The Venn diagram shows the preference of the student population for leisure activities. From the data given,the number of students who like to read books or play sports is______",A: 44 | B: 51 | C: 79 | D: 108,['D'],https://practicepaper.in/wp-content/uploads/GATE/ME/20163/q61.jpg,
125,"S, M, E and F are working in shifts in a team to finish a project. M works with twice the efficiency of others but for half as many days as E worked. S and M have 6 hour shifts in a day, whereas E and F have 12 hours shifts. What is the ratio of contribution of M to contribution of E in the project?",A: 01:01 | B: 01:02 | C: 01:04 | D: 02:01,['B'],,
126,"Given $(9\text{ inches})^{1/2}=(0.25\text{ yards})^{1/2}$ , which one of the following statements is TRUE?",A: 3 inches =0.5 yards | B: 9 inches =1.5 yards | C: 9 inches =0.25 yards | D: 81 inches =0.0625 yards,['C'],,
127,"After India's cricket world cup victory in 1985, Shrotria who was playing both tennis and cricket till then, decided to concentrate only on cricket. And the rest is history What does the  phrase in bold letters mean in this context?",A: history will rest in peace | B: rest is recorded in history books | C: rest is well known | D: rest is archaic,['C'],,
128,The students ___________ the teacher on teachers''day for twenty years of dedicated teaching.,A: facilitated | B: felicitated | C: fantasized | D: facillitated,['B'],,
129,"Based on the given statements, select the appropriate option with respect to grammar and usage. Statements i.  The height of Mr. X is 6 feet. ii.  The height of Mr. Y is 5 feet.",A: Mr. X is longer than Mr. Y. | B: Mr. X is more elongated than Mr. Y. | C: Mr. X is taller than Mr. Y. | D: Mr. X is lengthier than Mr. Y.,['C'],,
130,"Which of the following curves represents the function $ln(|e^{[|\sin(|x|)]}|)$ for $|x| \lt 2 \pi$ ? Here, $x$ represents the abscissa and $y$ represents the ordinate.",A: A | B: B | C: C | D: D,['C'],https://practicepaper.in/wp-content/uploads/GATE/ME/20162/q65.jpg,
131,"The binary operation $\square$ is defined as $a \square b = ab+(a+b)$ , where $a \text{ and } b$ are any two real numbers. The value of the identity element of this operation, defined as the number $x$ such that $a \square x = a$ , for any $a$ , is",A: 0 | B: 1 | C: 2 | D: 10,['A'],,
132,"Find the missing sequence in the letter series. B, FH, LNP, _ _ _ _.",A: SUWY | B: TUVW | C: TVXZ | D: TWXZ,['C'],,
133,"A smart city integrates all modes of transport, uses clean energy and promotes sustainable use of resources. It also uses technology to ensure safety and security of the city, something which critics argue, will lead to a surveillance state. Which of the following can be logically inferred from the above paragraph? i.  All smart cities encourage the formation of surveillance states. ii.  Surveillance is an integral part of a smart city. iii.  Sustainability and surveillance go hand in hand in a smart city. iv.  There is a perception that smart cities promote surveillance.",A: (i) and (iv) only | B: (ii) and (iii) only | C: (iv) only | D: (i) only,['C'],,
134,"Students taking an exam are divided into two groups, P and Q such that each group has the same number of students. The performance of each of the students in a test was evaluated out of 200 marks. It was observed that the mean of group P was 105, while that of group Q was 85. The standard deviation of group P was 25, while that of group Q was 5. Assuming that the marks were distributed on a normal distribution, which of the following statements will have the highest probability of being TRUE?",A: No student in group Q scored less marks than any student in group P. | B: No student in group P scored less marks than any student in group Q. | C: Most students of group Q scored marks in a narrower range than students in group P. | D: The median of the marks of group P is 100100.,['C'],,
135,"A window is made up of a square portion and an equilateral triangle portion above it. The base of the triangular portion coincides with the upper side of the square. If the perimeter of the window is 6 $m$ , the area of the window in $m^2$ is ___",A: 1.43 | B: 2.06 | C: 2.68 | D: 2.88,['B'],,
136,"Fact: If it rains, then the field is wet. Read the following statements: i.  It rains ii.  The field is not wet iii.  The field is wet iv.  It did not rain Which one of the options given below is NOT logically possible, based on the given fact?","A: If (iii), then (iv). | B: If (i), then (iii). | C: If (i), then (ii). | D: If (ii), then (iv).",['C'],,
137,Choose the statement (s) where the underlined word is used correctly: i.  A prone is a dried plum. Ii.  He was lying prone on the floor. iii.  People who eat a lot of fat are prone to heart disease.,A: (i) and (iii) only | B: (iii) only | C: (i) and (ii) only | D: (ii) and (iii) only,['D'],,
138,The unruly crowd demanded that the accused be _______ without trial.,A: hanged | B: hanging | C: hankering | D: hung,['A'],,
139,The volume of a sphere of diameter 1 unit is ________ than the volume of a cube of side 1 unit.,A: least | B: less | C: lesser | D: low,['B'],,
140,"P , Q, R and S are working on a project. Q can finish the task in 25 days, working alone for 12 hours a day. R can finish the task in 50 days, working alone for 12 hours per day. Q worked 12 hours a day but took sick leave in the beginning for two days. R worked 18 hours a day on all days. What is the ratio of work done by Q and R after 7 days from the start of the project?",A: 10:11 | B: 11:10 | C: 20:21 | D: 21:20,['C'],,
141,"If $q^{-a}=\frac{1}{r}$ , $r^{-b}=\frac{1}{s}$ and $s^{-c}=\frac{1}{q}$ , the value of $abc$ is",A: $(rqs)^{-1}$ | B: 0 | C: 1 | D: $(r+q+s)$,['C'],,
142,"Leela is older than her cousin Pavithra. Pavithra's brother Shiva is older than Leela. When Pavithra and Shiva are visiting Leela, all three like to play chess. Pavithra wins more often than Leela does. Which one of the following statements must be TRUE based on the above?","A: When Shiva plays chess with Leela and Pavithra, he often loses. | B: Leela is the oldest of the three. | C: Shiva is a better chess player than Pavithra. | D: Pavithra is the youngest of the three.",['D'],,
143,"In a world filled with uncertainty, he was glad to have many good friends. He had always assisted them in times of need and was confident that they would reciprocate. However, the events of the last week proved him wrong. Which of the following inference(s) is/are logically valid and can be inferred from the above passage? i.  His friends were always asking him to help them. ii.  He felt that when in need of help, his friends would let him down. iii.  He was sure that his friends would help him when in need. iv.  His friends did not help him last week.",A: (i) and (ii) | B: (iii) and (iv) | C: (iii) only | D: (iv) only,['B'],,
144,"A person moving through a tuberculosis prone zone has a 50% probability of becoming infected. However, only 30% of infected people develop the disease. What percentage of people moving through a tuberculosis prone zone remains infected but does not show symptoms of disease?",A: 15 | B: 33 | C: 35 | D: 37,['C'],,
145,"Michael lives 10 km away from where I live. Ahmed lives 5 km away and Susan lives 7 km away from where I live. Arun is farther away than Ahmed but closer than Susan from where I live. From the information provided here, what is one possible distance (in km) at which I live from Arun's place?",A: 3 | B: 4.99 | C: 6.02 | D: 7.01,['C'],,
146,"In a huge pile of apples and oranges, both ripe and unripe mixed together, 15% are unripe fruits. Of the unripe fruits, 45% are apples. Of the ripe ones, 66% are oranges. If the pile contains a total of 5692000 fruits, how many of them are apples?",A: 2029198 | B: 2467482 | C: 2789080 | D: 3577422,['A'],,
147,"Despite the new medicine's _______ in treating diabetes, it is not ________widely.",A: effectiveness --- prescribed | B: availability --- used | C: prescription --- available | D: acceptance --- proscribed,['A'],,
148,"The policeman asked the victim of a theft, ""What did you __________?""",A: loose | B: lose | C: loss | D: louse,['B'],,
149,Which of the following is CORRECT with respect to grammar and usage? Mount Everest is ______,A: the highest peak in the world | B: highest peak in the world | C: one of highest peak in the world | D: one of the highest peak in the world,['A'],,
150,"A coin is tossed thrice. Let C be the event that head occurs in each of first two tosses. Let Y be the event that tails occurs in third toss. Let Z be the event that two tails occur in three tosses. Based on the above information, which one of the following statement is TRUE?",A: X and Y are not independent | B: Y and Z are dependent | C: Y and Z are independent | D: X and Z are independent,['B'],,
151,"Right triangle PQR is to be constructed in xy-plane so that the right angle is at P and line PR is parallel to x-axis.The x and y coordinates of P, Q and R are to be integers that satisfies the inequalities: $-4\leq x\leq 5$ and $6\leq y\leq 16$ . How many different triangles could be constructed with these properties?",A: 110 | B: 1100 | C: 9900 | D: 10000,['C'],,
152,"In the given figure Q is a right triangle, $PS:QS = 3:1$ $RT:QT = 5:2$ $PU:UR = 1:1$ If area of triangle $QTS$ is $20 \; cm^2$ , then the area of triangle $PQR$ in $cm^2$ is_____",A: 80 | B: 280 | C: 160 | D: 240,['B'],https://practicepaper.in/wp-content/uploads/GATE/ME/20153/q63.jpg,
153,"Given below are two statements followed by two conclusions. Assuming these statements to be true, decide which one logically follows: Statements: I. No manager is a leader. II. All leaders are executives. Conclusions: I. No manager is an executive. II. No executive is a manager.",A: Only conclusion I follows | B: Only conclusion II follows | C: Neither conclusion I nor II follows | D: Both conclusion I and II follows,['C'],,
154,Select the option in place of underlined parts of sentence. $\underline{\text{Increased productivity necessary }}$ reflects greater efforts made by the employees.,A: Increase in productivity necessary | B: Increase productivity is necessary | C: Increase in productivity necessarily | D: No improvement required,['C'],,
155,"Five teams have to compete in a league, with every team playing every other team exactly once, before going to the next round. How many matches will have to held to complete the league round of matches?",A: 20 | B: 10 | C: 8 | D: 5,['B'],,
156,"Tanya is older than Eric. Cliff is older than Tanya. Eric is older than Cliff. If the first two statements are true ,then the third statement is :",A: TRUE | B: FALSE | C: Uncertain | D: Data insufficient,['B'],,
157,Choose the statement where underlined word is used correctly,"A: When the teacher eludes to different authors, he is being $\underline{elusive.}$ | B: When the thief keeps eluding the police, he is being $\underline{elusive.}$ | C: Matters that are difficult to understand, identify or remember are $\underline{allusive.}$ | D: Mirages can be $\underline{allusive}$ , but a better way to express them is illusory.",['B'],,
158,Fill the blank with the correct idiom/phrase. That boy from the town was ______________________ in the sleepy village.,A: dog out of heard | B: sheep from the heap | C: fish out of water | D: bird from the flock,['C'],,
159,"Choose the appropriate word/phrase, out of the four options given below, to complete the following sentence: Apparent lifelessness _________ dormant life.",A: harbours | B: leads to | C: supports | D: affects,['A'],,
160,"Ms.X will be in Bagdogra from 01/05/2014 to 20/05/2014 and from 22/05/2014 to 31/05/2014.On the morning of 21/5/2104, she will reach Kochi via Mumbai. Which of the statement below is logically valid and can be inferred from the above sentence?","A: Ms.X will be in Kochi for one day,only in May. | B: Ms.X will be in Kochi for only one day,only in May. | C: Ms.X will be only in Kochi for one day,only in May. | D: Only Ms.X will be in Kochi for one day in May.",['B'],,
161,$\log \tan 1^{\circ} + \log \tan 2^{\circ} + \dots + \log \tan 89^{\circ}$ is,A: $1$ | B: $1/\sqrt{2}$ | C: $-1$ | D: $0$,['D'],,
162,"From a circular sheet of paper of radius 30 cm, a sector of 10% area is removed. If the remaining part is used to make a conical surface, then the ratio of radius and height of cone is_____",A: 1 | B: 2 | C: 3 | D: 4,['B'],,
163,"In the following question,the first and last sentence of the passage are in order and numbered 1 and 6. The rest of passage is split in 4 parts and numbered as 2, 3, 4 and 5. These four parts are not arranged in proper order. Read the sentences and arrange them in a logical sentence to make a passage and choose the correct sequence from the given options. 1. On Diwali, the family rises early in the morning 2. The whole family, including young and old enjoy doing this 3. Children let off fireworks later in the night with their friends 4. At sunset, the lamps are lit and family performs many rituals 5. Father, mother and children visit relatives and exchange sweets 6. Houses looks so pretty with lighted lamps all around","A: 2,5,3,4 | B: 5,2,4,3 | C: 3,5,4,2 | D: 4,5,2,3",['B'],,
164,Ram and Shyam shared a secret and promised to each other that it would remain between them. Ram expressed himself in one of the following ways a given in the choices below. Identify the correct way as per standard English.,A: It would remain between you and me. | B: It would remain between I and you. | C: It would remain between you and I. | D: It would remain between me.,['A'],,
165,"If $x \gt y \gt 1$ , Which of the following must be true? i. $\ ln x \gt \ln y$ ii. $e^x \gt e^y$ iii. $y^x \gt x^y$ iv. $\ cos x \gt \cos y$",A: (i) and (ii) | B: (i) and (iii) | C: (iii) and (iv) | D: (ii) and (iv),['A'],,
166,"The real variable $x, y, z$ and the real constants $p, q, r$ satisfy. $\frac{x}{p q-r^{2}}=\frac{y}{q r-p^{2}}=\frac{z}{r p-q^{2}}$ Given that the denominators are non-zero, the value of $p x+q y+r z$ is",A: 0 | B: 1 | C: $pqr$ | D: $p^{2}+q^{2}+r^{2}$,['A'],,
167,"In the following series, identify the number that needs to be changed to form the
Fibonacci series. 1, 1, 2, 3, 6, 8, 13, 21,…",A: 8 | B: 21 | C: 6 | D: 13,['C'],,
168,"Find the odd one out in the set : $\{19,37,21,17,23,29,31,11\}$",A: 21 | B: 29 | C: 37 | D: 23,['A'],,
169,"If ' $\rightarrow$ ' denotes increasing order of intensity, then the meaning of the words [smile $\rightarrow$ giggle $\rightarrow$ laugh] is analogous to [disapprove $\rightarrow$ _______ $\rightarrow$ chide]. Which one of the given options is appropriate to fill the blank?",A: reprove | B: praise | C: reprise | D: grieve,['A'],,
170,"An opaque pyramid (shown below), with a square base and isosceles faces, is
suspended in the path of a parallel beam of light, such that its shadow is cast on a
screen oriented perpendicular to the direction of the light beam. The pyramid can
be reoriented in any direction within the light beam. Under these conditions, which
one of the shadows P, Q, R, and S is NOT possible?",A: P | B: Q | C: R | D: S,['B'],https://practicepaper.in/wp-content/uploads/GATE/ME/20231/q65.jpg,
171,"Find the missing sequence in letter series below: A, CD, DHI, ?, UVWXY",A: LMN | B: MNO | C: MNOP | D: NOPQ,['C'],,
172,Choose the correct verb to fill in the blank below: Let us _____,A: introvert | B: alternate | C: atheist | D: altruist,['B'],,
173,Choose the most suitable one word substitute for the following expression: Connotation of a road or way,A: Pertinacious | B: Viaticum | C: Clandestine | D: Ravenous,['B'],,
174,"Choose the most appropriate word from the options given below to complete the following sentence. If the athlete had wanted to come first in the race, he _________ several hours every day.",A: should practice | B: should have practiced | C: practised | D: should be practicing,['B'],,
175,"Lamenting the gradual sidelining of the arts in school curricula, a group of prominent artists wrote to the chief minister last year, asking him to allocate more funds to support art education in schools. However, no such increase has been announced in this year's budget. The artists expressed their deep anguish at their request not being approved, but many of them approved, but many of them remain optimistic about funding in the future. Which of the statements (s) below is/are logically valid and can be inferred from the above statements? i.  The artists expected funding for the arts to increase this year. ii.
The chief minister was receptive to the idea of increasing funding for arts. iii.  The chief minister is a prominent artist. iv.  Schools are giving less importance to arts education these days","A: (iii) and (iv) | B: (i) and (ii) | C: (i),(ii) and (iii) | D: (i) and (ii)",['B'],,
176,If $a^2+b^2+c^2=1$ then $ab+bc+ac$ lies in the interval,"A: $[1,2/3]$ | B: $[-1/2,1]$ | C: $[-1,1/2]$ | D: $[2,-4]$",['B'],,
177,"A tiger is 50 leaps of its own behind a tree.The tiger takes 5 leaps per minute to the deer's 4. If the tiger and the deer covers 8 meter and 5 meter per leap respectively,what distance in meters will the tiger have to run before it catches the deer?",A: 100 | B: 400 | C: 800 | D: 1600,['C'],,
178,"Given below are two statements followed by two conclusions.Assuming these statements to be true,decide which one logically follows Statements: I.  All film stars are playback singers. II.  All film directors are film stars Conclusions: I.  All film directors are playback singers II.  some film stars are film director",A: Only conclusion I follows | B: Only conclusion II follows | C: Neither conclusion I nor II follows | D: both conclusion I nor II follows,['D'],,
179,"In the following sentence certain parts are underlined and marked P, Q and R.One of the parts may contain certain error or may not be acceptable in standard written communication. Select the part containing an error.choose D as your answer if there is no error. $\text{The student corrected } \underset{P}{\underline{\text{all the errors}}} \text{ that } \underset{Q}{\underline{\text{the instructor marked}}} \text{ on the } \underset{R}{\underline{\text{answer book}}}$",A: P | B: Q | C: R | D: no error,['B'],,
180,Ram and Ramesh appeared in an interview for two vacancies in the same department.The probability of Ram's selection is 1/6 and of Ramesh is 1/8.What is the pobabilty that only one of them will be selected?,A: 47/48 | B: 04-Jan | C: 13/48 | D: 35/48,['B'],,
181,"An electric bulb has onboard instruments that report the total electricity consumed since the start of the trip as well as the total distance covered.During a single day of operation,the bus travels on stretches M,N,O,and P, in that order.The cumulative distance travelled and the corresponding electricity consumption are shown in the table below: $\begin{array}{|l|l|l|} \hline \text{Stretch} & \text{Cumulative distance (km)} & \text{Electricity used (kWh)} \\ \hline M & 20 & 12 \\ \hline N & 45 & 25 \\ \hline O & 75 & 45 \\ \hline P & 100 & 57 \\ \hline \end{array}$ The stretches where the electricity consumption per km is minimum is",A: M | B: N | C: O | D: P,['D'],,
182,What is the adverb for the given word below? Misogynous,A: Misogynousness | B: Misogynity | C: Misogynously | D: Misogynous,['C'],,
183,Choose the word most similar in meaning to the given word Awkward,A: Inept | B: Graceful | C: Suitable | D: Dreadful,['A'],,
184,"Choose the appropriate word/phrase, out of the four options given below,to complete the following sentence: Dhoni,as well as the other team members of Indian team,______present on the occasion",A: were | B: was | C: has | D: have,['B'],,
185,"A five digit number is formed using the digits 1, 3, 5, 7 and 9 without repeating any of them. What is the sum of all such possible five digit numbers?",A: 6666660 | B: 6666600 | C: 6666666 | D: 6666606,['B'],,
186,"A firm producing air purifiers sold 200 units in 2012. The following pie chart presents the share of raw material, labour, energy, plant & machinery, and transportation costs in the total manufacturing cost of the firm in 2012. The expenditure on labour in 2012 is Rs. 4,50,000. In 2013, the raw material expenses increased by 30% and all other expenses increased by 20%. What is the percentage increase in total cost for the company in 2013?",,['22'],https://practicepaper.in/wp-content/uploads/GATE/ME/20143/q64.jpg,
187,Industrial consumption of power doubled from 2000-2001 to 2010-2011. Find the annual rate of increase in percent assuming it to be uniform over the years.,A: 5.6 | B: 7.2 | C: 10 | D: 12.2,['B'],,
188,"If 'KCLFTSB' stands for 'best of luck' and 'SHSWDG' stands for 'good wishes', which of the following indicates 'ace the exam'?",A: MCHTX | B: MXHTC | C: XMHCT | D: XMHTC,['B'],,
189,"Find the next term in the sequence: 13M, 17Q, 19S, ___",A: 21W | B: 21V | C: 23W | D: 23V,['C'],,
190,"In a sequence of 12 consecutive odd numbers, the sum of the first 5 numbers is 425. What is the sum of the last 5 numbers in the sequence?",,['495'],,
191,"Let $f(x,y)=x^n y^m=P$ If $x$ is doubled and $y$ is halved, the new value of $f$ is",A: $2^{n-m}P$ | B: $2^{m-n}P$ | C: $2(n-m)P$ | D: $2(m-n)P$,['A'],,
192,"While receiving the award, the scientist said, ""I feel vindicated"". Which of the following is closest in meaning to the word 'vindicated'?",A: punished | B: substantiated | C: appreciated | D: chastened,['B'],,
193,"After the discussion, Tom said to me, 'Please revert!'. He expects me to _____",A: retract | B: get back to him | C: move in reverse | D: retreat,['B'],,
