ID,Question,Options,Correct_Answers,Images,Answer_Link
76,"An air pressure contour line joins locations in a region having the same atmospheric pressure. The following is an air pressure contour plot of a geographical region. Contour lines are shown at 0.05 bar intervals in this plot. If the possibility of a thunderstorm is given by how fast air pressure rises or drops over a region, which of the following regions is most likely to have a thunderstorm?",A: P | B: Q | C: R | D: S,['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20172/q65.jpg,https://gateoverflow.in/118424/gate-cse-2017-set-2-question-ga-10#a_list
77,"The number of roots of $e^x+0.5x^2-2=0$ in the range [-5,5] is",A: 0 | B: 1 | C: 2 | D: 3,['C'],,https://gateoverflow.in/118423/gate-cse-2017-set-2-question-ga-9#a_list
78,$X$ is a 30 digit number starting with the digit 4 followed by the digit 7. Then the number $X^3$ will have,A: 90 digits | B: 91 digits | C: 92 digits | D: 93 digits,['A'],,https://gateoverflow.in/118422/gate-cse-2017-set-2-question-ga-8#a_list
79,"There are three boxes. One contains apples, another contains oranges and the last one contains both apples and oranges. All three are known to be incorrectly labeled. If you are permitted to open just one box and then pull out and inspect only one fruit, which box would you open to determine the contents of all three boxes?",A: The box labeled 'Apples' | B: The box labeled 'Apples and Oranges' | C: The box labeled 'Oranges' | D: Cannot be determined,['B'],,https://gateoverflow.in/118421/gate-cse-2017-set-2-question-ga-7#a_list
80,"""We lived in a culture that denied any merit to literary works, considering them important only when they were handmaidens to something seemingly more urgent - namely ideology. This was a country where all gestures, even the most private, were interpreted in political terms."" The author's belief that ideology is not as important as literature is revealed by the word:",A: culture' | B: seemingly' | C: urgent' | D: political',['B'],,https://gateoverflow.in/118420/gate-cse-2017-set-2-question-ga-6#a_list
81,"There are 3 red socks, 4 green socks and 3 blue socks.You choose 2 socks. The probability that they are of the same colour is",A: $\frac{1}{5}$ | B: $\frac{7}{30}$ | C: $\frac{1}{4}$ | D: $\frac{4}{15}$,['D'],,https://gateoverflow.in/118419/gate-cse-2017-set-2-question-ga-5#a_list
82,A test has twenty questions worth 100 marks in total. There are two types of questions. Multiple choice questions are worth 3 marks each and essay questions are worth 11 marks each. How many multiple choice questions does the exam have?,A: 12 | B: 15 | C: 18 | D: 19,['B'],,https://gateoverflow.in/118418/gate-cse-2017-set-2-question-ga-4#a_list
83,"There are five buildings called V, W, X, Y and Z in a row (not necessarily in that order). V is to the West of W. Z is to the East of X and the West of V. W is to the West of Y. Which is the building in the middle?",A: V | B: W | C: X | D: Y,['A'],,https://gateoverflow.in/118417/gate-cse-2017-set-2-question-ga-3#a_list
84,Saturn is ___________ to be seen on a clear night with the naked eye.,A: enough bright | B: bright enough | C: as enough bright | D: bright as enough,['B'],,https://gateoverflow.in/118416/gate-cse-2017-set-2-question-ga-2#a_list
85,Choose the option with words that are not synonyms.,"A: aversion, dislike | B: luminous, radiant | C: plunder, loot | D: yielding, resistant",['D'],,https://gateoverflow.in/118415/gate-cse-2017-set-2-question-ga-1#a_list
86,"A contour line joins locations having the same height above the mean sea level. The following is a contour plot of a geographical region. Contour lines are shown at 25 m intervals in this plot. If in a flood, the water level rises to 525 m, which of the villages P, Q, R, S, T get submerged?","A: P, Q | B: P, Q, T | C: R, S, T | D: Q, R, S",['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20171/q65.jpg,https://gateoverflow.in/118413/gate-cse-2017-set-1-question-ga-10#a_list
87,"Arun, Gulab, Neel and Shweta must choose one shirt each from a pile of four shirts coloured red, pink, blue and white respectively. Arun dislikes the colour red and Shweta dislikes the colour white. Gulab and Neel like all the colours. In how many different ways can they choose the shirts so that no one has a shirt with a colour he or she dislikes?",A: 21 | B: 18 | C: 16 | D: 14,['D'],,https://gateoverflow.in/118412/gate-cse-2017-set-1-question-ga-9#a_list
88,The expression $\frac{(x+y) - |x-y|}{2}$ is equal to :,A: The maximum of x and y | B: The minimum of x and y | C: 1 | D: None of the above,['B'],,https://gateoverflow.in/118411/gate-cse-2017-set-1-question-ga-8#a_list
89,Six people are seated around a circular table. There are at least two men and two women. There are at least three right-handed persons. Every woman has a left-handed person to her immediate right. None of the women are right-handed. The number of women at the table is,A: 2 | B: 3 | C: 4 | D: Cannot be determined,['A'],,https://gateoverflow.in/118410/gate-cse-2017-set-1-question-ga-7#a_list
90,"""The hold of the nationalist imagination on our colonial past is such that anything inadequately or improperly nationalist is just not history."" Which of the following statements best reflects the author's opinion?",A: Nationalists are highly imaginative. | B: History is viewed through the filter of nationalism. | C: Our colonial past never happened. | D: Nationalism has to be both adequately and properly imagined.,['B'],,https://gateoverflow.in/118409/gate-cse-2017-set-1-question-ga-6#a_list
91,"The probability that a k-digit number does NOT contain the digits 0, 5, or 9 is",A: $0.3^k$ | B: $0.6^k$ | C: $0.7^k$ | D: $0.9^k$,['C'],,https://gateoverflow.in/118408/gate-cse-2017-set-1-question-ga-5#a_list
92,Find the smallest number $y$ such that $y  \times 162$ is a perfect cube.,A: 24 | B: 27 | C: 32 | D: 36,['D'],,https://gateoverflow.in/118407/gate-cse-2017-set-1-question-ga-4#a_list
93,"Rahul, Murali, Srinivas and Arul are seated around a square table. Rahul is sitting to the left of Murali. Srinivas is sitting to the right of Arul. Which of the following pairs are seated opposite each other?",A: Rahul and Murali | B: Srinivas and Arul | C: Srinvas and Murali | D: Srinivas and Rahul,['C'],,https://gateoverflow.in/118406/gate-cse-2017-set-1-question-ga-3#a_list
94,Research in the workplace reveals that people work for many reasons _______________ .,A: money beside | B: beside money | C: money besides | D: besides money,['D'],,https://gateoverflow.in/118405/gate-cse-2017-set-1-question-ga-2#a_list
95,"After Rajendra Chola returned from his voyage to Indonesia, he ________ to visit the temple in Thanjavur.",A: was wishing | B: is wishing | C: wished | D: had wished,['C'],,https://gateoverflow.in/118403/gate-cse-2017-set-1-question-ga-1#a_list
96,,A: $f(x) = 1 - |x - 1|$ | B: $f(x) = 1 + |x - 1|$ | C: $f(x) = 2 - |x - 1|$ | D: $f(x) = 2+ |x - 1|$,['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20162/q65.jpg,https://gateoverflow.in/39535/gate-cse-2016-set-2-question-ga-10#a_list
97,"In a 2x4 rectangle grid shown below, each cell is rectangle. How many rectangles can be observed in the grid? $\begin{array}{|c|c|c|c|c|}\hline{\;\;\;}&{\;\;\;}&{\;\;\;}&{\;\;\;}\\\hline{}&{}&{}&\\\hline\end{array}$",A: 21 | B: 27 | C: 30 | D: 36,['C'],,https://gateoverflow.in/39537/gate-cse-2016-set-2-question-ga-09#a_list
98,All hill-stations have a lake. Ooty has two lakes. Which of the statement(s) below is/are logically valid and can be inferred from the above sentences? (i).   Ooty is not a hill-station. (ii).  No hill-station can have more than one lake.,A: (i) only. | B: (ii) only. | C: Both (i) and (ii) | D: Neither (i) nor (ii),['D'],,https://gateoverflow.in/39534/gate-cse-2016-set-2-question-ga-08#a_list
99,"Computers were invented for performing only high-end useful computations. However, it is no understatement that they have taken over our world today. The internet, for example, is ubiquitous. Many believe that the internet itself is an unintended consequence of the original invention. With the advent of mobile computing on our phones, a whole new dimension is now enabled. One is left wondering if all these developments are good or, more importantly, required. Which of the statement(s) below is/are logically valid and can be inferred from the above paragraph? (i) The author believes that computers are not good for us. (ii) Mobile computers and the internet are both intended inventions.",A: (i) only | B: (ii) only | C: Both (i) and (ii) | D: Neither (i) nor (ii),['D'],,https://gateoverflow.in/39533/gate-cse-2016-set-2-question-ga-07#a_list
100,"Among 150 faculty members in an institute, 55 are connected with each other through Facebook and 85 are connected through Whatsapp. 30 faculty members do not have Facebook or Whatsapp accounts. The numbers of faculty members connected only through Facebook accounts is _______.",A: 35 | B: 45 | C: 64 | D: 90,['A'],,https://gateoverflow.in/39536/gate-cse-2016-set-2-question-ga-06#a_list
101,"In a quadratic function, the value of the product of the roots $(\alpha ,\beta )$ is 4. Find the value of $\frac{\alpha^{n}+\beta^{n}}{\alpha^{-n}+\beta^{-n}}$",A: $n^4$ | B: $4^n$ | C: $2^{2n-1}$ | D: $4^{n-1}$,['B'],,https://gateoverflow.in/39532/gate-cse-2016-set-2-question-ga-05#a_list
102,Pick the odd one from the following options.,A: CADBE | B: JHKIL | C: XVYWZ | D: ONPMQ,['D'],,https://gateoverflow.in/39528/gate-cse-2016-set-2-question-ga-04#a_list
103,"Find the odd one in the following group of words. mock, deride, praise, jeer",A: Mock | B: Deride | C: Praise | D: Jeer,['C'],,https://gateoverflow.in/39530/gate-cse-2016-set-2-question-ga-03#a_list
104,Nobody knows how the Indian cricket team is going to cope with the difficult and seamer-friendly wickets in Australia. Choose the option which is closest in meaning to the underlined phrase in the above sentence.,A: Put up with. | B: Put in with. | C: Put down to. | D: Put up against.,['A'],,https://gateoverflow.in/39531/gate-cse-2016-set-2-question-ga-02#a_list
105,The man who is now Municipal Commissioner worked as _____________,A: the security guard at a university | B: a security guard at the university | C: a security guard at university | D: the security guard at the university,['B'],,https://gateoverflow.in/39529/gate-cse-2016-set-2-question-ga-01#a_list
106,"In a process, the number of cycles to failure decreases exponentially with an increase in load. At a load of 80 units, it takes 100 cycles for failure. When the load is halved, it takes 10000 cycles for failure.The load for which the failure will happen in 5000 cycles is _________",A: 40 | B: 46.02 | C: 60.01 | D: 92.02,['B'],,https://gateoverflow.in/39612/gate-cse-2016-set-1-question-ga10#a_list
107,"If $f(x) = 2x^{7}+3x-5$ , which of the following is a factor of $f(x)$ ?",A: $x^3+8$ | B: $x-1$ | C: $2x-5$ | D: $x+1$,['B'],,https://gateoverflow.in/39611/gate-cse-2016-set-1-question-ga09#a_list
108,"Consider the following statements relating to the level of poker play of four players P, Q, R and S. I.    P always beats Q II.   R always beats S III.  S loses to P only sometimes. IV.  R always loses to Q Which of the following can be logically inferred from the above statements? (i).  P is likely to beat all the three other players (ii).  S is the absolute worst player in the set",A: (i) only | B: (ii) only | C: (i) and (ii) only | D: neither (i) nor (ii),['D'],,https://gateoverflow.in/39617/gate-cse-2016-set-1-question-ga08#a_list
109,"Indian currency notes show the denomination indicated in at least seventeen languages. If this is not an indication of the nation's diversity, nothing else is. Which of the following can be logically inferred from the above sentences?",A: India is a country of exactly seventeen languages. | B: Linguistic pluralism is the only indicator of a nation's diversity. | C: Indian currency notes have sufficient space for all the Indian languages. | D: Linguistic pluralism is strong evidence of India's diversity.,['D'],,https://gateoverflow.in/39613/gate-cse-2016-set-1-question-ga07#a_list
110,"A shaving set company sells 4 different types of razors- Elegance, Smooth, Soft and Executive. Elegance sells at Rs. 48, Smooth at Rs. 63, Soft at Rs. 78 and Executive at Rs. 173 per piece. The table below shows the numbers of each razor sold in each quarter of a year. $\begin{array}{|c|r|r|r|r|} \hline \textbf{Quarter/Product} & \textbf{Elegance} &\textbf{Smooth} &\textbf{Soft} & \textbf{Executive}\\\hline \text{Q1} & \text{27300} &\text{20009} &\text{17602} &\text{9999}\\\hline \text{Q2} & \text{25222} &\text{19392} & \text{18445}& \text{8942}\\\hline \text{Q3} & \text{28976} &\text{22429} & \text{19544} & \text{10234}\\\hline \text{Q4} &\text{21012} & \text{18229} & \text{16595} & \text{10109}\\\hline \end{array}$ Which product contributes the greatest fraction to the revenue of the company in that year?",A: Elegance | B: Executive | C: Smooth | D: Soft,['B'],,https://gateoverflow.in/39616/gate-cse-2016-set-1-question-ga06#a_list
111,"A shop has 4 distinct flavors of ice-cream. One can purchase any number of scoops of any flavor. The order in which the scoops are purchased is inconsequential.
If one wants to purchase 3 scoops of ice-cream, in how many ways can one make that purchase?",A: 4 | B: 20 | C: 24 | D: 48,['B'],,https://gateoverflow.in/460091/gate-cse-2025-set-1-ga-question-10#a_list
112,"A square paper, shown in figure (I), is folded along the dotted lines as shown in the figures (II) and (III). Then a few cuts are made as shown in figure (IV). Which one of the following patterns will be obtained when the paper is unfolded? Note: The figures shown are representative.",A: A | B: B | C: C | D: D,['A'],"https://practicepaper.in/wp-content/uploads/GATE/CS/20251/q64b.webp, https://practicepaper.in/wp-content/uploads/GATE/CS/20251/q64a.webp",https://gateoverflow.in/460092/gate-cse-2025-set-1-ga-question-9#a_list
113,"A fair six-faced dice, with the faces labelled '1', '2', '3', '4', '5', and '6', is rolled thrice. What is the probability of rolling '6' exactly once?",A: $\frac{75}{216}$ | B: $\frac{1}{6}$ | C: $\frac{1}{18}$ | D: $\frac{25}{216}$,['A'],,https://gateoverflow.in/460093/gate-cse-2025-set-1-ga-question-8#a_list
114,"In the diagram, the lines QR and ST are parallel to each other. The shortest distance between these two lines is half the shortest distance between the point P and line QR. What is the ratio of the area of the triangle PST to the area of the trapezium SQRT? Note: The figure shown is representative.",A: $\frac{1}{3}$ | B: $\frac{1}{4}$ | C: $\frac{2}{5}$ | D: $\frac{1}{2}$,['A'],https://practicepaper.in/wp-content/uploads/GATE/CS/20251/q62.webp,https://gateoverflow.in/460094/gate-cse-2025-set-1-ga-question-7#a_list
115,"""I put the brown paper in my pocket along with the chalks, and possibly other things. I suppose everyone must have reflected how primeval and how poetical are the things that one carries in one's pocket: the pocket-knife, for instance the type of all human tools, the infant of the sword. Once I planned to write a book of poems entirely about the things in my pocket. But I found it would be too long: and the age of the great epics is past."" (From G.K. Chesterton's ""A Piece of Chalk"") Based only on the information provided in the above passage, which one of the following statements is true?",A: The author of the passage carries a mirror in his pocket to reflect upon things. | B: The author of the passage had decided to write a poem on epics. | C: The pocket-knife is described as the infant of the sword. | D: Epics are described as too inconvenient to write.,['C'],,https://gateoverflow.in/460095/gate-cse-2025-set-1-ga-question-6#a_list
116,"A cube is built using 64 cubic blocks of side one unit. After it is built, one cubic block is removed from every corner of the cube. The resulting surface area of the body (in square units) after the removal is ________.",A: 56 | B: 64 | C: 72 | D: 96,['D'],,https://gateoverflow.in/39610/gate-cse-2016-set-1-question-ga05#a_list
117,"If 'relftaga' means carefree, 'otaga' means careful and 'fertaga' means careless, which of the following could mean 'aftercare'?",A: zentaga | B: tagafer | C: tagazen | D: relffer,['C'],,https://gateoverflow.in/39609/gate-cse-2016-set-1-question-ga04#a_list
118,"Archimedes said, ""Give me a lever long enough and a fulcrum on which to place it, and I will move the world."" The sentence above is an example of a ____________ statement.",A: figurative | B: collateral | C: literal | D: figurine,['A'],,https://gateoverflow.in/39606/gate-cse-2016-set-1-question-ga03#a_list
119,rewording of something written or spoken is a __________.,A: paraphrase | B: paradox | C: paradigm | D: paraffin,['A'],,https://gateoverflow.in/39607/gate-cse-2016-set-1-question-ga02#a_list
120,"Out of the following four sentences, select the most suitable sentence with respect to grammar and usage.",A: I will not leave the place until the minister does not meet me. | B: I will not leave the place until the minister doesn't meet me. | C: I will not leave the place until the minister meet me. | D: I will not leave the place until the minister meets me.,['D'],,https://gateoverflow.in/39608/gate-cse-2016-set-1-question-ga01#a_list
121,The exports and imports (in crores of Rs.) of a country from the year 2000 to 2007 are given in the following bar chart. In which year is the combined percentage increase in imports and exports the highest?,,['2006'],https://practicepaper.in/wp-content/uploads/GATE/CS/20153/q65.jpg,https://gateoverflow.in/8389/gate-cse-2015-set-3-question-ga-10#a_list
122,"Most experts feel that in spite of possessing all the technical skills required to be a batsman of the highest order, he is unlikely to be so due to lack of requisite temperament. He was guilty of throwing away his wicket several time after working hard to lay a strong foundation. His critics pointed out that until he addressed his problem, success at the highest level will continue to elude him. Which of the statement(s) below is/are logically valid and can be inferred from the above passage? i.   He was already a successful batsman at the highest level. ii.  He was to improve his temperament in order to become a great batsman. iii. He failed to make many of his good starts count. iv.  Improving his technical skills will guarantee success.","A: iii and iv | B: ii and iii | C: i, ii and iii | D: ii only",['B'],,#a_list
123,"Choose the most appropriate equation for the function drawn as thick line, in the plot below.",A: x=y - |y| | B: x= -(y -|y|) | C: x=y + |y| | D: x= -(y + |y|),['B'],https://practicepaper.in/wp-content/uploads/GATE/CS/20153/q63.jpg,https://gateoverflow.in/8385/gate-cse-2015-set-3-question-ga-8#a_list
124,"The head of newly formed government desires to appoint five of the six selected members P, Q, R, S, T and U to portfolios of Home, Power, Defense, Telecom, and Finance. U does not want any portfolio if S gets one of the five. R wants either Home or Finance or no portfolio. Q says that if S gets Power or Telecom, then she must get the other one. T insists on a portfolio if P gets one. Which is the valid distribution of portfolios?","A: P-Home, Q-Power, R-Defense, S-Telecom, T-Finance | B: R-Home, S-Power, P-Defense, Q-Telecom, T-Finance | C: P-Home, Q-Power, T-Defense, S-Telecom, U-Finance | D: Q-Home, U-Power, T-Defense, R-Telecom, P-Finance",['B'],,https://gateoverflow.in/8308/gate-cse-2015-set-3-question-ga-7#a_list
125,"Alexander turned his attention towards India, since he had conquered Persia. Which one of the statements below is logically valid and can be inferred from the above sentence?","A: Alexander would not have turned his attention towards India had he not conquered Persia. | B: Alexander was not ready to rest on his laurels, and wanted to march to India. | C: Alexander was not completely in control of his army and could command it to move towards India. | D: Since Alexander's kingdom extended to Indian borders after the conquest of Persia, he was keen to move further.",['A'],,https://gateoverflow.in/8306/gate-cse-2015-set-3-question-ga-6#a_list
126,A function f(x) is linear and has a value of 29 at x= -2 and 39 at x=3. Find its value at x=5.,A: 59 | B: 45 | C: 43 | D: 35,['C'],,https://gateoverflow.in/8303/gate-cse-2015-set-3-question-ga-5#a_list
127,Select the pair of best expresses a relationship similar to that expressed in the pair: Children : Pediatrician,A: Adult : Orthopaedist | B: Females : Gynaecologist | C: Kidney : Nephrologist | D: Skin : Dermatologist,['B'],,https://gateoverflow.in/8302/gate-cse-2015-set-3-question-ga-4#a_list
128,Extreme focus on syllabus and studying for tests has become such a dominant concern of Indian student that they close their minds to anything ___________ to the requirements of the exam.,A: related | B: extraneous | C: outside | D: useful,['B'],,https://gateoverflow.in/8301/gate-cse-2015-set-3-question-ga-3#a_list
129,"The Tamil version of __________ John Abraham-starrer Madras Cafe __________ cleared by the Censor Board with no cuts last week, but the film's distributor _______ no takers among the exhibitors for a release in Tamilnadu _______ this Friday.","A: Mr., was, found, on | B: a, was, found, at | C: the, was, found, on | D: a, being, find at",['C'],,https://gateoverflow.in/8300/gate-cse-2015-set-3-question-ga-2#a_list
130,"If ROAD is written as URDG, then SWANshould be written as:",A: VXDQ | B: VZDQ | C: VZDP | D: UXDQ,['B'],,https://gateoverflow.in/8298/gate-cse-2015-set-3-question-ga-1#a_list
131,"Out of the following 4 sentences, select the most suitable sentence with respect to grammar and usage:","A: Since the report lacked needed information, it was of no use to them. | B: The report was useless to them because there were no needed information in it. | C: Since the report did not contain the needed information, it was not real useful to them. | D: Since the report lacked needed information, it would not had been useful to them.",['A'],,https://gateoverflow.in/8041/gate-cse-2015-set-2-question-ga-10#a_list
132,"If p, q, r, s are distinct integers such that: $f(p,q,r,s)= max (p,q,r,s)$ $g(p,q,r,s)= min (p,q,r,s)$ $h (p, q, r, s) = \text {remainder of } \frac{(p \times q)} {(r \times s)} \text{ if } (p \times q) \gt (r \times s)$ $\text{ or remainder of } \frac {(r \times s)}{(p \times q)} \text{ if } (r \times s) \gt (p \times q)$ Also a function $fgh(p,q,r,s)=f(p,q,r,s) \times g(p,q,r,s) \times h(p,q,r,s)$ Also the same operations are valid with two variable functions of the form $f(p,q)$ What is the value of $fg(h(2,5,7,3),4,6,8)$ ?",,['8'],,https://gateoverflow.in/8040/gate-cse-2015-set-2-question-ga-9#a_list
133,"In a triangle $PQR, \; PS$ is the angle bisector of $\angle QPR \text{ and } \angle QPS =60^\circ$ . What is the length of $PS$ ?",A: $\left(\dfrac{(q+r)} {qr}\right)$ | B: $\left(\frac{qr} {q+r}\right)$ | C: $\sqrt {(q^2 + r^2)}$ | D: $\left(\frac{(q+r)^2} {qr}\right)$,['B'],https://practicepaper.in/wp-content/uploads/GATE/CS/20152/q63.jpg,https://gateoverflow.in/8039/gate-cse-2015-set-2-question-ga-8#a_list
134,"Four branches of a company are located at M, N, O and P. M is north of N at a distance of 4km; P is south of O at a distance of 2 km; N is southeast of O by 1km. What is the distance between M and P in km?",A: 5.34 | B: 6.74 | C: 25.5 | D: 45.49,['A'],,https://gateoverflow.in/8036/gate-cse-2015-set-2-question-ga-7#a_list
135,"If the list of letters $P, R, S, T, U$ is an arithmetic sequence, which of the following are also in arithmetic sequence? I. $2P,2R,2S,2T,2U$ II. $P-3,R-3,S-3,T-3,U-3$ III. $P^2, R^2, S^2, T^2, U^2$",A: I only | B: I and II | C: II and III | D: I and III,['B'],,https://gateoverflow.in/8035/gate-cse-2015-set-2-question-ga-6#a_list
136,"Based on the given statements, select the most appropriate option to solve the given question. What will be the total weight of 10 poles each of same weight? Statements: I.  One fourth of the weight of the pole is 5 Kg. II. The total weight of these poles is 160 Kg more than the total weight of two poles.",A: Statement I alone is not sufficient. | B: Statement II alone is not sufficient. | C: Either I or II alone is sufficient. | D: Both statements I and II together are not sufficient.,['C'],,#a_list
137,"A generic term that includes various items of clothing such as a skirt, a pair of trousers and a shirt is",A: fabric | B: textile | C: fiber | D: apparel,['D'],,https://gateoverflow.in/8032/gate-cse-2015-set-2-question-ga-4#a_list
138,"Consider a function $f(x) = 1- |x| \text{ on } -1 \leq x \leq 1$ . The value of $x$ at which the function attains a maximum, and the maximum value of the function are:","A: 0, -1 | B: -1, 0 | C: 0, 1 | D: -1, 2",['C'],,https://gateoverflow.in/8030/gate-cse-2015-set-2-question-ga-3#a_list
139,Choose the statement where underlined word is used correctly.,A: The industrialist had a $\underline{ \text{personnel }}$ jet. | B: I write my experience in my $\underline{ \text{personnel }}$ diary. | C: All $\underline{ \text{personnel} }$ are being given the day off. | D: Being religious is a $\underline{ \text{personnel} }$ aspect.,['C'],,https://gateoverflow.in/8029/gate-cse-2015-set-2-question-ga-2#a_list
140,We __________ our friends's birthday and we _________ how to make it up to him.,A: completely forgot --- don't just know | B: forgot completely ---don't just know | C: completely forgot --- just don't know | D: forgot completely --- just don't know,['C'],,https://gateoverflow.in/8028/gate-cse-2015-set-2-question-ga-1#a_list
141,"The probabilities that a student passes in mathematics, physics and chemistry are m,p and c respectively. Of these subjects, the student has 75% chance of passing in at least one, a 50% chance of passing in at least two and a 40% chance of passing in exactly two. Following relations are drawn in m,p,c: I.   p+m+c=27/20 II.  p+m+c=13/20 III. (p)x(m)x(c)=1/10",A: Only relation I is true. | B: Only relation II is true. | C: Relations II and III are true. | D: Relations I and III are true.,['D'],,https://gateoverflow.in/8014/gate-cse-2015-set-1-question-ga-10#a_list
142,The pie chart below has the breakup of the number of students from different departments in an engineering college for the year 2012. The proportion of male to female students in each department is 5:4. There are 40 males in Electrical Engineering. What is the difference between the numbers of female students in the civil department and the female students in the Mechanical department?,,['32'],https://practicepaper.in/wp-content/uploads/GATE/CS/20151/q64.jpg,https://gateoverflow.in/8013/gate-cse-2015-set-1-question-ga-9#a_list
143,"The given statement is followed by some courses of action. Assuming the statement to be true, decide the correct option. Statement: There has been a significant drop in the water level in the lakes supplying water to the city. Course of action: I.   The water supply authority should impose a partial cut in supply to tackle the situation. II.  The government should appeal to all the residents through mass media for minimal use of water. III. The government should ban the water supply in lower areas.",A: Statements I and II follow. | B: Statements I and III follow. | C: Statements II and III follow. | D: All the statements follow.,['A'],,https://gateoverflow.in/8012/gate-cse-2015-set-1-question-ga-8#a_list
144,Select the alternative meaning of the underlined part of the sentence. The chain snatchers $\underline{\text{took to their heels}}$ when the police party arrived.,A: Took shelter in a thick jungle | B: Open indiscriminate fire | C: Took to flight | D: Unconditionally surrendered,['C'],,https://gateoverflow.in/8011/gate-cse-2015-set-1-question-ga-7#a_list
145,"The number of students in a class who have answered correctly, wrongly, or not attempted each question in an exam, are listed in the table below. The marks for each question are also listed. There is no negative or partial marking. $\begin{array}{|c|c|c|c|c|} \hline \textbf{Q No.} & \textbf{Marks} &\textbf{Answered}&\textbf{Answered}&\textbf{Not}\\&&\textbf{ Correctly} &\textbf{Wrongly} & \textbf{Attempted} \\\hline \text{1} & \text{2} &\text{21} &\text{17} &\text{6}\\\hline \text{2} & \text{3} &\text{15} & \text{27}& \text{2}\\\hline \text{3} & \text{1} &\text{11} & \text{29} & \text{4}\\\hline \text{4} & \text{2} &\text{23} & \text{18} & \text{3}\\\hline \text{5} & \text{5} &\text{31} & \text{12} & \text{1} \\\hline \end{array}$ What is the average of the marks obtained by the class in the examination?",A: 2.29 | B: 2.97 | C: 6.795 | D: 8.795,['C'],,https://gateoverflow.in/8010/gate-cse-2015-set-1-question-ga-6#a_list
146,Which one of the following combinations is incorrect?,A: Acquiescence - Submission | B: Wheedle - Roundabout | C: Flippancy - Lightness | D: Profligate - Extravagant,['B'],,https://gateoverflow.in/8008/gate-cse-2015-set-1-question-ga-5#a_list
147,"Based on the given statements, select the most appropriate option to solve the given question. If two floors in a certain building are 9 feet apart, how many steps are there in a set of stairs that extends from the first floor to the second floor of the building? Statements: I.  Each step is 3/4 foot high. II. Each step is 1 foot wide.","A: Statements I alone is sufficient, but statement II alone is not sufficient. | B: Statements II alone is sufficient, but statement I alone is not sufficient. | C: Both statements together are sufficient, but neither statement alone is sufficient. | D: Statements I and II together are not sufficient.?",['A'],,https://gateoverflow.in/8006/gate-cse-2015-set-1-question-ga-4#a_list
148,"Given Set A=2,3,4,5 and Set B=11,12,13,14,15, two numbers are randomly selected, one from each set. What is the probability that the sum of the two numbers equals 16?",A: 0.2 | B: 0.25 | C: 0.3 | D: 0.33,['A'],,https://gateoverflow.in/8004/gate-cse-2015-set-1-question-ga-3#a_list
149,Which of the following options is the closest in meaning of the sentence below? She enjoyed herself immensely at the party.,A: She had a terrible time at the party | B: She had a horrible time at the party | C: She had a terrific time at the party | D: She had a terrifying time at the party,['C'],,https://gateoverflow.in/8003/gate-cse-2015-set-1-question-ga-2#a_list
150,Didn't you buy ____ when you went shopping?,A: any paper | B: much paper | C: no paper | D: a few paper,['A'],,https://gateoverflow.in/7995/gate-cse-2015-set-1-question-ga-1#a_list
151,"Consider the equation: $(7526)_8 - (Y)_8=(4364)_8$ , where $(X)_N$ stands for $X$ to the base $N$ . Find $Y$ .",A: 1634 | B: 1737 | C: 3142 | D: 3162,['C'],,https://gateoverflow.in/2034/gate-cse-2014-set-3-question-ga-10#a_list
152,"The ratio of male to female students in a college for five years is plotted in the following line graph. If the number of female students in 2011 and 2012 is equal, what is the ratio of male students in 2012 to male students in 2011?",A: 01:01 | B: 02:01 | C: 1.5:1 | D: 2.5:1,['C'],https://practicepaper.in/wp-content/uploads/GATE/CS/20142/q64.jpg,https://gateoverflow.in/2033/gate-cse-2014-set-3-question-ga-9#a_list
153,"The Gross Domestic Product (GDP) in Rupees grew at 7% during 2012-2013. For international comparison, the GDP is compared in US Dollars (USD) after conversion based on the market exchange rate. During the period 2012-2013 the exchange rate for the USD increased from Rs. 50/USD to Rs.60/ USD. India's GDP in USD during the period 2012-2013",A: increased by 5% | B: decreased by 13% | C: decreased by 20% | D: decreased by 11%,['D'],,https://gateoverflow.in/2032/gate-cse-2014-set-3-question-ga-8#a_list
154,"By the beginning of the 20th century, several hypotheses were being proposed, suggesting a paradigm shift in our understanding of the universe. However, the clinching evidence was provided by experimental measurements of the position of a star which was directly behind our sun. Which of the following inference(s) may be drawn from the above passage? i.   Our understanding of the universe changes based on the positions of stars ii.  Paradigm shifts usually occur at the beginning of centuries iii. Stars are important objects in the universe iv.  Experimental evidence was important in confirming this paradigm shift","A: i, ii and iv | B: iii only | C: i and iv | D: iv only",['D'],,https://gateoverflow.in/2031/gate-cse-2014-set-3-question-ga-7#a_list
